,Candidate_ID,Quality_ID
1871,13152,21
1872,10289,43
1873,10289,46
1874,10289,23
1875,10289,30
1876,10289,42
1877,13233,12
1878,13233,27
1879,13233,15
1880,13233,10
1881,10329,6
1882,10329,24
1883,10329,26
1884,10329,41
1885,10329,5
1886,12971,9
1887,12971,26
1888,12971,24
1889,12971,28
1890,11617,38
1891,11617,3
1892,11617,31
1893,11617,4
1894,11617,11
1895,11553,46
1896,11553,16
1897,11567,20
1898,11567,3
1899,11567,1
1900,10610,24
1901,10610,11
1902,12776,6
1903,12776,28
1904,12776,10
1905,12776,29
1906,13328,23
1907,13328,46
1908,13328,24
1909,13328,1
1910,13328,34
1911,13328,5
1912,12228,14
1913,12228,42
1914,12228,41
1915,12228,28
1916,12938,7
1917,12938,2
1918,12938,30
1919,12938,28
1920,13062,3
1921,13062,15
1922,13062,46
1923,13062,13
1924,11894,26
1925,11894,24
1926,11894,8
1927,11894,33
1928,11894,40
1929,10791,24
1930,10791,34
1931,10791,22
1932,10791,11
1933,11834,6
1934,11834,21
1935,11834,10
1936,11834,30
1937,12510,9
1938,12510,7
1939,12510,19
1940,12510,34
1941,10589,43
1942,10589,19
1943,10589,47
1944,10589,1
1945,10589,41
1946,12366,3
1947,12366,9
1948,12366,39
1949,12366,41
1950,12366,22
1951,10159,32
1952,10159,42
1953,10159,10
1954,10159,13
1955,11453,36
1956,11453,9
1957,11453,12
1958,11453,40
1959,11453,4
1960,11453,37
1961,12358,44
1962,12358,42
1963,12358,28
1964,12358,33
1965,11914,23
1966,11914,46
1967,11914,2
1968,11914,33
1969,11071,26
1970,11071,6
1971,11071,28
1972,11071,8
1973,12482,0
1974,12482,20
1975,12482,47
1976,12482,25
1977,12482,29
1978,12482,30
1979,10113,12
1980,10113,19
1981,10113,2
1982,10113,21
1983,10113,10
1984,10975,9
1985,10975,27
1986,10975,37
1987,10975,41
1988,10975,42
1989,11946,12
1990,11946,21
1991,11946,8
1992,11946,40
1993,10729,47
1994,10729,11
1995,10729,30
1996,12962,14
1997,12962,32
1998,12962,20
1999,12962,21
2000,12962,34
2001,12962,41
2002,11392,36
2003,11392,0
2004,11392,45
2005,11392,21
2006,13204,15
2007,13204,3
2008,13204,43
2009,13204,25
2010,13204,34
2011,13204,4
2012,12525,3
2013,12525,46
2014,12525,7
2015,12525,37
2016,12525,29
2017,12525,35
2018,11089,24
2019,11089,36
2020,11089,12
2021,11089,21
2022,11089,40
2023,12005,43
2024,12005,6
2025,12005,36
2026,12005,5
2027,11812,44
2028,11812,38
2029,11812,25
2030,11812,30
2031,12835,2
2032,12835,36
2033,12835,34
2034,12835,8
2035,12835,30
2036,11214,0
2037,11214,46
2038,11214,16
2039,11214,11
2040,11214,10
2041,11282,24
2042,11282,23
2043,11282,4
2044,11282,34
2045,10169,3
2046,10169,7
2047,10169,23
2048,10169,5
2049,13036,44
2050,13036,43
2051,13036,19
2052,13036,25
2053,13036,10
2054,12802,47
2055,12802,36
2056,12802,28
2057,12802,25
2058,11722,12
2059,11722,9
2060,11722,26
2061,11722,35
2062,10220,27
2063,10220,37
2064,11820,2
2065,11820,36
2066,11820,22
2067,10935,44
2068,10935,18
2069,10935,3
2070,10935,4
2071,12833,46
2072,12833,28
2073,12833,40
2074,12833,41
2075,11240,36
2076,11240,2
2077,11240,18
2078,11240,41
2079,11240,16
2080,10157,26
2081,10157,18
2082,10157,17
2083,10157,33
2084,13197,18
2085,13197,43
2086,13197,19
2087,13197,10
2088,13197,17
2089,11055,32
2090,11055,2
2091,11055,46
2092,11055,28
2093,11055,39
2094,11055,41
2095,11873,32
2096,11873,24
2097,11873,15
2098,11873,40
2099,11873,5
2100,10286,36
2101,10286,12
2102,10286,39
2103,10286,28
2104,10286,4
2105,11153,47
2106,11153,26
2107,11153,3
2108,11153,30
2109,11153,34
2110,11153,4
2111,12087,12
2112,12087,34
2113,10269,26
2114,10269,6
2115,10269,23
2116,10269,37
2117,10269,8
2118,10269,21
2119,10885,44
2120,10885,32
2121,10885,40
2122,10885,11
2123,11589,26
2124,11589,9
2125,11589,16
2126,11589,28
2127,13034,14
2128,13034,7
2129,13034,43
2130,13034,11
2131,13034,8
2132,11686,2
2133,11686,5
2134,11973,47
2135,11973,20
2136,11973,45
2137,11973,29
2138,11973,13
2139,11445,36
2140,11445,7
2141,11445,15
2142,11445,35
2143,12631,18
2144,12631,16
2145,12631,5
2146,12527,12
2147,12527,38
2148,12527,18
2149,12527,34
2150,12527,15
2151,12527,16
2152,12448,36
2153,12448,9
2154,12448,46
2155,12448,28
2156,11690,15
2157,11690,35
2158,11690,11
2159,10141,6
2160,10141,19
2161,10141,17
2162,12673,19
2163,12673,36
2164,12673,39
2165,11647,27
2166,11647,36
2167,11647,38
2168,11647,10
2169,12972,31
2170,12972,16
2171,12972,13
2172,12972,8
2173,12959,7
2174,12959,27
2175,12959,19
2176,12959,10
2177,12959,16
2178,12959,17
2179,12042,23
2180,12042,4
2181,11454,32
2182,11454,30
2183,11630,23
2184,11630,37
2185,11630,10
2186,11630,34
2187,11605,19
2188,11605,46
2189,11605,43
2190,11605,13
2191,11605,5
2192,11605,25
2193,13023,15
2194,13023,29
2195,13023,34
2196,13023,5
2197,12675,38
2198,12675,12
2199,12675,9
2200,12675,13
2201,12675,8
2202,12675,30
2203,10961,14
2204,10961,34
2205,10961,33
2206,12205,19
2207,12205,12
2208,12205,15
2209,12205,42
2210,11674,46
2211,11674,3
2212,11674,34
2213,11947,24
2214,11947,17
2215,11947,15
2216,12630,47
2217,12630,30
2218,12630,40
2219,12630,11
2220,10831,26
2221,10831,43
2222,10831,47
2223,10831,25
2224,10831,35
2225,12381,20
2226,12381,6
2227,12381,14
2228,12381,34
2229,12533,12
2230,12533,14
2231,12533,0
2232,12533,42
2233,10062,24
2234,10062,42
2235,10062,16
2236,11879,38
2237,11879,23
2238,11879,12
2239,11879,35
2240,11357,7
2241,11357,44
2242,11357,6
2243,11357,39
2244,11357,8
2245,12763,47
2246,12763,22
2247,12763,28
2248,12763,4
2249,11117,46
2250,11117,32
2251,11117,10
2252,11117,37
2253,12184,2
2254,12184,46
2255,12184,22
2256,12184,17
2257,10479,27
2258,10479,46
2259,10479,15
2260,10479,21
2261,10479,39
2262,10479,33
2263,10053,19
2264,10053,31
2265,10053,3
2266,10053,8
2267,13373,45
2268,13373,34
2269,12101,44
2270,12101,22
2271,12101,39
2272,12101,1
2273,12148,24
2274,12148,35
2275,12570,32
2276,12570,0
2277,12570,31
2278,12570,4
2279,12285,46
2280,12285,43
2281,12285,27
2282,12285,30
2283,12285,5
2284,12285,15
2285,11027,47
2286,11027,17
2287,10410,14
2288,10410,24
2289,10410,22
2290,11375,9
2291,11375,39
2292,13033,24
2293,13033,34
2294,13033,11
2295,12611,36
2296,12611,20
2297,12611,28
2298,12611,33
2299,10214,7
2300,10214,47
2301,10214,34
2302,10214,40
2303,10214,29
2304,11952,32
2305,11952,37
2306,12393,24
2307,12393,16
2308,13045,32
2309,13045,23
2310,13045,25
2311,13045,34
2312,13045,22
2313,10751,43
2314,10751,19
2315,10751,0
2316,10751,8
2317,10751,1
2318,10751,5
2319,12463,24
2320,12463,41
2321,12306,3
2322,12306,24
2323,12306,12
2324,12306,10
2325,12306,40
2326,12306,16
2327,12223,44
2328,12223,38
2329,12223,7
2330,12223,17
2331,10647,46
2332,10647,44
2333,10647,15
2334,10647,22
2335,11353,12
2336,11353,0
2337,11353,47
2338,11353,39
2339,11353,17
2340,10032,18
2341,10032,27
2342,10032,32
2343,10032,22
2344,10032,41
2345,11253,19
2346,11253,6
2347,11253,15
2348,13179,12
2349,13179,13
2350,10787,20
2351,10787,28
2352,10787,34
2353,11215,26
2354,11215,32
2355,11215,24
2356,11215,34
2357,11215,25
2358,11215,40
2359,12041,23
2360,12041,43
2361,12041,46
2362,12041,8
2363,12209,0
2364,12209,3
2365,12209,18
2366,12209,11
2367,12209,8
2368,13194,43
2369,13194,27
2370,13194,3
2371,13194,25
2372,13194,35
2373,10181,15
2374,10181,46
2375,10181,31
2376,10181,21
2377,10181,15
2378,13122,26
2379,13122,23
2380,13122,5
2381,12077,3
2382,12077,36
2383,12077,43
2384,12077,16
2385,12077,17
2386,12286,3
2387,12286,6
2388,12286,39
2389,12286,10
2390,12286,15
2391,12940,20
2392,12940,23
2393,12940,18
2394,12940,28
2395,12940,30
2396,12940,37
2397,10785,45
2398,10785,15
2399,10785,43
2400,10785,39
2401,10334,18
2402,10334,27
2403,10334,31
2404,10334,10
2405,10334,42
2406,10334,28
2407,12490,14
2408,12490,6
2409,12490,28
2410,10573,3
2411,10573,33
2412,10573,34
2413,10573,21
2414,10295,6
2415,10295,30
2416,10295,35
2417,11792,6
2418,11792,15
2419,11792,12
2420,11792,40
2421,11792,30
2422,11792,15
2423,11329,2
2424,11329,7
2425,11329,30
2426,10426,23
2427,10426,6
2428,10426,26
2429,10426,28
2430,13008,3
2431,13008,23
2432,13008,15
2433,13008,10
2434,13008,30
2435,13008,15
2436,10362,24
2437,10362,14
2438,10362,23
2439,10362,33
2440,10362,28
2441,12601,47
2442,12601,46
2443,12601,6
2444,12601,5
2445,12601,30
2446,12601,13
2447,10155,45
2448,10155,44
2449,10155,12
2450,10155,5
2451,10155,11
2452,13145,26
2453,13145,20
2454,13145,9
2455,13145,8
2456,13145,40
2457,13145,34
2458,12788,7
2459,12788,20
2460,12788,15
2461,12788,28
2462,12788,10
2463,12069,14
2464,12069,22
2465,13252,31
2466,13252,15
2467,13252,8
2468,13252,35
2469,12898,32
2470,12898,47
2471,12898,10
2472,12898,22
2473,12898,40
2474,11511,47
2475,11511,7
2476,11511,32
2477,11511,10
2478,13041,2
2479,13041,14
2480,13041,44
2481,13041,13
2482,13041,34
2483,12881,7
2484,12881,41
2485,12881,4
2486,11003,44
2487,11003,29
2488,11003,11
2489,12426,2
2490,12426,14
2491,12426,5
2492,12426,37
2493,12577,36
2494,12577,45
2495,12577,27
2496,12577,33
2497,12577,10
2498,10227,32
2499,10227,46
2500,10227,4
2501,10227,1
2502,10227,25
2503,11244,20
2504,11244,18
2505,11244,5
2506,10438,9
2507,10438,38
2508,10438,47
2509,10438,34
2510,10438,22
2511,10438,37
2512,12304,20
2513,12304,13
2514,12304,28
2515,12304,40
2516,11299,36
2517,11299,45
2518,11299,5
2519,11538,26
2520,11538,27
2521,11538,22
2522,11538,37
2523,11538,25
2524,10240,3
2525,10240,25
2526,11888,32
2527,11888,36
2528,11888,17
2529,12792,32
2530,12792,41
2531,12792,15
2532,12405,31
2533,12405,15
2534,12405,12
2535,12405,5
2536,10162,45
2537,10162,12
2538,10162,3
2539,10162,17
2540,10162,11
2541,10162,33
2542,12680,14
2543,12680,34
2544,12680,37
2545,10275,46
2546,10275,31
2547,10275,21
2548,10275,25
2549,10275,37
2550,13263,26
2551,13263,44
2552,13263,19
2553,13263,42
2554,13263,29
2555,10568,43
2556,10568,33
2557,11344,31
2558,11344,20
2559,11344,35
2560,11344,28
2561,11344,30
2562,12072,7
2563,12072,2
2564,12072,15
2565,12072,37
2566,12522,26
2567,12522,18
2568,12522,15
2569,12522,39
2570,11573,7
2571,11573,32
2572,11573,0
2573,11573,21
2574,11710,2
2575,11710,31
2576,11710,6
2577,11710,21
2578,11710,15
2579,13009,36
2580,13009,39
2581,13009,16
2582,13009,35
2583,12526,36
2584,12526,17
2585,12526,37
2586,12526,29
2587,11324,6
2588,11324,8
2589,11324,5
2590,11324,11
2591,10535,47
2592,10535,23
2593,10535,24
2594,10535,29
2595,10535,10
2596,10535,4
2597,11023,26
2598,11023,6
2599,11023,0
2600,11023,30
2601,11023,17
2602,11023,37
2603,10429,14
2604,10429,36
2605,10429,15
2606,10429,10
2607,10570,31
2608,10570,37
2609,10570,16
2610,12410,2
2611,12410,6
2612,12410,9
2613,12410,4
2614,12410,34
2615,12410,29
2616,12651,9
2617,12651,46
2618,12651,24
2619,12651,33
2620,12651,13
2621,12651,25
2622,10851,20
2623,10851,23
2624,10851,5
2625,10851,35
2626,12617,14
2627,12617,20
2628,12617,22
2629,13128,36
2630,13128,45
2631,13128,12
2632,13128,4
2633,13128,15
2634,11242,19
2635,11242,25
2636,12508,47
2637,12508,22
2638,12508,42
2639,10513,36
2640,10513,18
2641,10513,13
2642,12268,20
2643,12268,38
2644,12268,34
2645,11678,12
2646,11678,46
2647,11678,42
2648,11678,17
2649,11207,45
2650,11207,31
2651,11207,32
2652,11207,33
2653,12035,23
2654,12035,15
2655,12035,14
2656,12035,21
2657,12035,15
2658,11594,20
2659,11594,27
2660,11594,18
2661,11594,42
2662,11594,30
2663,10771,2
2664,10771,32
2665,10771,7
2666,10771,25
2667,10771,39
2668,10771,21
2669,12845,3
2670,12845,1
2671,12845,33
2672,12845,8
2673,12649,32
2674,12649,3
2675,12649,46
2676,12649,30
2677,12649,16
2678,11343,3
2679,11343,46
2680,11343,47
2681,11343,40
2682,11343,28
2683,11343,11
2684,10283,6
2685,10283,27
2686,10283,5
2687,10283,42
2688,12167,3
2689,12167,1
2690,11079,24
2691,11079,15
2692,11079,40
2693,11079,34
2694,11668,18
2695,11668,40
2696,11668,1
2697,11065,15
2698,11065,45
2699,11065,42
2700,11065,22
2701,11065,13
2702,13119,24
2703,13119,22
2704,13119,1
2705,10993,2
2706,10993,17
2707,10993,21
2708,10993,28
2709,10389,0
2710,10389,23
2711,10389,29
2712,10389,37
2713,10389,10
2714,12791,6
2715,12791,43
2716,12791,2
2717,12791,4
2718,10510,27
2719,10510,36
2720,10510,16
2721,10510,37
2722,10510,13
2723,11608,15
2724,11608,20
2725,11608,18
2726,11608,8
2727,11608,25
2728,12260,15
2729,12260,0
2730,12260,21
2731,12260,4
2732,12260,41
2733,10456,20
2734,10456,32
2735,10456,30
2736,10456,42
2737,13015,26
2738,13015,38
2739,13015,37
2740,13015,34
2741,10609,2
2742,10609,45
2743,10609,35
2744,10609,37
2745,10609,29
2746,11736,44
2747,11736,21
2748,10615,3
2749,10615,11
2750,10615,16
2751,11518,43
2752,11518,23
2753,11518,6
2754,11518,41
2755,11518,30
2756,11518,17
2757,12382,36
2758,12382,8
2759,12382,11
2760,12382,10
2761,10841,46
2762,10841,44
2763,10841,0
2764,10841,16
2765,10841,39
2766,10841,11
2767,10327,9
2768,10327,10
2769,10327,37
2770,11884,3
2771,11884,36
2772,11884,23
2773,11884,10
2774,11884,35
2775,11884,8
2776,12999,44
2777,12999,38
2778,12999,16
2779,12999,15
2780,12427,36
2781,12427,6
2782,12427,11
2783,12427,40
2784,10006,7
2785,10006,43
2786,10006,37
2787,10300,45
2788,10300,15
2789,10300,7
2790,10300,42
2791,10300,21
2792,10300,39
2793,12887,12
2794,12887,6
2795,12887,41
2796,12887,8
2797,12887,10
2798,12025,36
2799,12025,47
2800,12025,43
2801,12025,33
2802,13178,20
2803,13178,37
2804,13178,22
2805,10889,27
2806,10889,22
2807,10889,34
2808,10889,13
2809,11075,44
2810,11075,22
2811,11075,42
2812,11885,2
2813,11885,0
2814,11885,41
2815,11057,47
2816,11057,5
2817,11057,15
2818,11057,1
2819,13215,36
2820,13215,7
2821,13215,37
2822,13215,13
2823,10463,45
2824,10463,19
2825,10463,26
2826,10463,30
2827,10463,1
2828,10463,4
2829,11625,2
2830,11625,16
2831,11255,32
2832,11255,23
2833,11255,12
2834,11255,15
2835,11255,1
2836,10192,19
2837,10192,2
2838,10192,26
2839,10192,4
2840,10192,25
2841,10125,6
2842,10125,40
2843,10125,33
2844,10156,9
2845,10156,18
2846,10156,10
2847,10156,34
2848,10156,8
2849,10877,46
2850,10877,27
2851,10877,33
2852,10877,42
2853,11957,38
2854,11957,14
2855,11957,39
2856,11957,29
2857,11957,21
2858,12363,20
2859,12363,45
2860,12363,12
2861,12363,16
2862,12654,7
2863,12654,44
2864,12654,10
2865,12654,35
2866,12654,4
2867,10211,7
2868,10211,25
2869,10211,33
2870,12337,23
2871,12337,24
2872,12337,25
2873,12337,22
2874,11707,46
2875,11707,9
2876,11707,1
2877,11707,22
2878,11707,34
2879,11903,44
2880,11903,15
2881,11903,30
2882,12824,46
2883,12824,40
2884,12824,25
2885,13176,38
2886,13176,9
2887,13176,40
2888,13176,1
2889,13176,42
2890,11880,23
2891,11880,12
2892,11880,46
2893,11880,25
2894,11880,42
2895,11051,18
2896,11051,30
2897,11051,16
2898,11051,29
2899,11619,24
2900,11619,20
2901,11619,10
2902,11181,0
2903,11181,18
2904,11181,32
2905,11181,4
2906,10477,15
2907,10477,36
2908,10477,3
2909,10477,37
2910,10296,20
2911,10296,9
2912,10296,30
2913,10296,10
2914,10296,15
2915,11695,2
2916,11695,9
2917,11695,15
2918,11695,41
2919,11695,28
2920,11850,26
2921,11850,32
2922,11850,5
2923,11850,28
2924,11850,16
2925,12774,43
2926,12774,3
2927,12774,12
2928,12774,22
2929,11339,32
2930,11339,14
2931,11339,39
2932,12897,7
2933,12897,12
2934,12897,22
2935,12151,36
2936,12151,7
2937,12151,21
2938,12151,17
2939,12151,29
2940,10423,6
2941,10423,26
2942,10423,1
2943,10423,22
2944,10423,11
2945,12515,15
2946,12515,44
2947,12515,19
2948,12515,13
2949,12779,9
2950,12779,42
2951,12779,16
2952,12779,10
2953,11447,45
2954,11447,4
2955,11447,1
2956,11447,33
2957,11672,2
2958,11672,8
2959,10629,2
2960,10629,5
2961,10629,35
2962,10629,34
2963,12600,32
2964,12600,47
2965,12600,18
2966,12600,1
2967,12600,29
2968,12600,34
2969,12078,43
2970,12078,32
2971,12078,19
2972,12078,13
2973,12012,46
2974,12012,23
2975,12012,37
2976,12012,34
2977,12012,8
2978,10205,12
2979,10205,27
2980,10205,37
2981,10205,25
2982,11954,32
2983,11954,43
2984,11954,39
2985,10409,6
2986,10409,10
2987,10409,37
2988,10409,1
2989,11203,32
2990,11203,0
2991,11203,3
2992,11203,30
2993,11203,34
2994,11203,13
2995,12407,20
2996,12407,47
2997,12407,22
2998,12407,28
2999,11751,19
3000,11751,15
3001,11751,18
3002,11751,29
3003,11751,11
3004,11751,41
3005,11493,3
3006,11493,19
3007,11493,1
3008,13257,44
3009,13257,10
3010,12899,36
3011,12899,38
3012,12899,34
3013,11696,36
3014,11696,18
3015,11696,34
3016,12346,26
3017,12346,36
3018,12346,24
3019,12346,1
3020,12147,26
3021,12147,21
3022,12147,16
3023,12147,4
3024,10480,7
3025,10480,39
3026,12299,47
3027,12299,5
3028,12299,30
3029,11975,46
3030,11975,26
3031,11975,3
3032,11975,35
3033,11975,29
3034,11975,4
3035,12907,23
3036,12907,32
3037,12907,11
3038,12869,20
3039,12869,24
3040,12869,46
3041,12869,15
3042,12869,35
3043,12869,10
3044,12612,26
3045,12612,7
3046,12612,40
3047,12612,13
3048,12032,6
3049,12032,2
3050,12032,40
3051,12032,35
3052,12238,14
3053,12238,23
3054,12238,1
3055,12238,40
3056,12238,5
3057,13241,24
3058,13241,26
3059,13241,16
3060,12239,47
3061,12239,10
3062,13312,38
3063,13312,37
3064,11123,6
3065,11123,40
3066,11123,35
3067,11123,25
3068,12051,46
3069,12051,42
3070,12051,40
3071,12051,5
3072,11306,27
3073,11306,37
3074,11306,8
3075,11306,15
3076,10441,18
3077,10441,26
3078,10441,15
3079,10441,16
3080,13020,32
3081,13020,27
3082,13020,5
3083,11313,32
3084,11313,44
3085,11313,11
3086,12352,47
3087,12352,20
3088,12352,3
3089,12352,11
3090,11698,45
3091,11698,12
3092,11698,15
3093,12712,18
3094,12712,8
3095,11718,23
3096,11718,29
3097,11718,16
3098,11950,44
3099,11950,15
3100,11950,22
3101,13305,7
3102,13305,2
3103,13305,20
3104,13305,5
3105,12163,20
3106,12163,28
3107,12163,13
3108,12163,16
3109,10058,31
3110,10058,27
3111,10058,6
3112,10058,4
3113,10058,42
3114,10058,15
3115,10591,15
3116,10591,43
3117,10591,22
3118,10591,17
3119,13160,43
3120,13160,44
3121,13160,33
3122,13160,22
3123,11185,0
3124,11185,6
3125,11185,27
3126,11185,5
3127,11185,42
3128,11185,33
3129,10937,19
3130,10937,10
3131,10937,15
3132,12781,47
3133,12781,7
3134,12781,43
3135,12781,37
3136,12781,21
3137,12781,40
3138,12829,14
3139,12829,44
3140,12829,7
3141,12829,15
3142,12829,8
3143,12829,10
3144,12587,32
3145,12587,7
3146,12587,41
3147,12587,4
3148,12587,8
3149,10445,20
3150,10445,17
3151,11035,15
3152,11035,14
3153,11035,45
3154,11035,28
3155,12368,47
3156,12368,2
3157,12368,16
3158,12368,4
3159,12368,13
3160,10103,44
3161,10103,25
3162,10103,1
3163,11466,3
3164,11466,32
3165,11466,21
3166,11466,37
3167,11466,28
3168,10304,44
3169,10304,18
3170,10304,47
3171,10304,30
3172,13105,2
3173,13105,0
3174,13105,22
3175,12963,47
3176,12963,39
3177,12963,13
3178,12963,8
3179,12266,23
3180,12266,37
3181,12266,34
3182,11866,24
3183,11866,8
3184,11349,20
3185,11349,35
3186,11349,34
3187,12978,27
3188,12978,15
3189,12978,29
3190,12978,25
3191,13327,36
3192,13327,19
3193,13327,5
3194,13327,21
3195,12917,47
3196,12917,15
3197,12917,46
3198,12917,17
3199,12917,37
3200,12917,5
3201,11761,46
3202,11761,29
3203,11761,34
3204,11761,33
3205,11348,44
3206,11348,10
3207,12321,0
3208,12321,23
3209,12321,25
3210,12321,33
3211,12321,37
3212,11099,32
3213,11099,4
3214,11099,41
3215,11099,30
3216,13330,24
3217,13330,14
3218,13330,20
3219,13330,10
3220,13330,40
3221,13330,13
3222,12666,26
3223,12666,6
3224,12666,37
3225,12666,35
3226,13104,2
3227,13104,33
3228,11461,47
3229,11461,43
3230,11461,21
3231,11461,11
3232,12737,31
3233,12737,7
3234,12737,44
3235,12737,17
3236,12737,16
3237,12737,22
3238,13240,6
3239,13240,36
3240,13240,9
3241,13240,21
3242,10031,19
3243,10031,10
3244,12079,7
3245,12079,3
3246,12079,15
3247,12079,8
3248,11252,45
3249,11252,17
3250,10231,24
3251,10231,15
3252,13137,36
3253,13137,3
3254,13137,41
3255,13137,22
3256,13137,33
3257,10265,0
3258,10265,23
3259,10265,47
3260,10265,11
3261,10265,35
3262,10265,21
3263,12870,38
3264,12870,0
3265,12870,7
3266,12870,15
3267,12870,11
3268,11927,15
3269,11927,38
3270,11927,28
3271,11927,13
3272,11927,33
3273,12553,20
3274,12553,5
3275,12553,42
3276,12716,32
3277,12716,21
3278,12716,13
3279,12716,39
3280,10406,24
3281,10406,32
3282,10406,47
3283,10406,29
3284,10366,7
3285,10366,0
3286,10366,18
3287,10366,28
3288,10366,30
3289,10177,36
3290,10177,15
3291,10177,1
3292,10177,33
3293,12830,18
3294,12830,26
3295,12830,5
3296,12830,4
3297,11810,31
3298,11810,38
3299,11810,18
3300,11810,37
3301,10278,3
3302,10278,32
3303,10278,21
3304,10282,44
3305,10282,38
3306,10282,1
3307,12336,45
3308,12336,46
3309,12336,22
3310,10230,14
3311,10230,15
3312,10230,29
3313,11504,27
3314,11504,41
3315,12302,12
3316,12302,39
3317,12302,10
3318,11693,15
3319,11693,3
3320,11693,14
3321,11693,34
3322,11693,17
3323,12470,24
3324,12470,31
3325,12470,2
3326,12470,42
3327,10133,31
3328,10133,44
3329,10133,36
3330,10133,29
3331,10133,17
3332,10133,5
3333,10925,36
3334,10925,20
3335,10925,4
3336,10925,35
3337,11105,6
3338,11105,9
3339,11105,38
3340,11105,41
3341,11105,37
3342,10486,36
3343,10486,32
3344,10486,12
3345,10486,11
3346,10486,29
3347,11593,20
3348,11593,5
3349,11593,4
3350,11593,15
3351,12095,26
3352,12095,17
3353,10865,32
3354,10865,22
3355,13223,31
3356,13223,27
3357,13223,45
3358,13223,10
3359,13223,35
3360,11714,47
3361,11714,24
3362,11714,8
3363,11135,19
3364,11135,47
3365,11135,23
3366,11135,4
3367,10043,6
3368,10043,0
3369,10043,19
3370,10043,40
3371,10569,32
3372,10569,40
3373,10569,29
3374,10569,22
3375,12784,27
3376,12784,12
3377,12784,44
3378,12784,11
3379,12784,4
3380,10747,3
3381,10747,46
3382,10747,39
3383,10747,1
3384,10124,36
3385,10124,2
3386,10124,26
3387,10124,42
3388,10124,25
3389,11640,12
3390,11640,0
3391,11640,5
3392,12241,23
3393,12241,35
3394,12241,10
3395,12085,44
3396,12085,12
3397,12085,26
3398,12085,22
3399,13362,46
3400,13362,47
3401,13362,6
3402,13362,16
3403,13362,13
3404,13362,40
3405,10279,19
3406,10279,42
3407,10279,4
3408,12931,46
3409,12931,24
3410,12931,14
3411,12931,28
3412,12931,39
3413,12931,42
3414,13286,14
3415,13286,38
3416,13286,40
3417,11507,12
3418,11507,44
3419,11507,25
3420,11507,42
3421,12659,31
3422,12659,36
3423,12659,33
3424,12659,25
3425,13042,36
3426,13042,14
3427,13042,16
3428,12983,38
3429,12983,2
3430,12983,12
3431,12983,25
3432,12983,35
3433,12983,10
3434,12171,45
3435,12171,36
3436,12171,44
3437,12171,37
3438,12171,40
3439,11481,15
3440,11481,32
3441,11481,18
3442,11481,29
3443,11948,27
3444,11948,2
3445,11948,14
3446,11948,25
3447,11159,44
3448,11159,47
3449,11159,15
3450,12593,19
3451,12593,2
3452,12593,41
3453,12593,8
3454,11236,36
3455,11236,33
3456,11236,11
3457,10191,47
3458,10191,28
3459,10191,37
3460,10703,7
3461,10703,47
3462,10703,42
3463,12836,26
3464,12836,17
3465,12836,13
3466,12836,42
3467,12955,27
3468,12955,5
3469,12955,25
3470,13026,23
3471,13026,38
3472,13026,15
3473,13026,28
3474,13026,37
3475,11314,43
3476,11314,32
3477,11314,13
3478,11314,34
3479,10126,15
3480,10126,47
3481,10126,3
3482,10126,37
3483,10126,17
3484,10126,34
3485,10308,32
3486,10308,45
3487,10308,0
3488,10308,25
3489,10308,1
3490,10308,21
3491,10863,46
3492,10863,6
3493,10863,18
3494,10863,37
3495,12353,18
3496,12353,36
3497,12353,4
3498,12353,8
3499,12459,36
3500,12459,18
3501,12459,15
3502,12459,37
3503,12459,1
3504,10354,44
3505,10354,36
3506,10354,20
3507,10354,42
3508,10354,39
3509,10354,28
3510,12193,9
3511,12193,4
3512,12193,10
3513,10249,12
3514,10249,30
3515,10449,2
3516,10449,21
3517,12878,44
3518,12878,43
3519,12878,7
3520,12878,10
3521,12878,33
3522,12878,13
3523,12985,46
3524,12985,23
3525,12985,35
3526,12985,13
3527,12828,26
3528,12828,7
3529,12828,47
3530,12828,10
3531,12011,12
3532,12011,7
3533,12011,37
3534,12011,29
3535,10745,6
3536,10745,2
3537,10745,44
3538,10745,42
3539,10745,33
3540,12694,19
3541,12694,20
3542,12694,17
3543,12694,41
3544,10433,44
3545,10433,33
3546,11362,20
3547,11362,15
3548,11362,2
3549,11362,8
3550,11362,11
3551,13214,19
3552,13214,36
3553,13214,43
3554,13214,39
3555,13077,23
3556,13077,16
3557,13077,40
3558,13077,28
3559,11697,20
3560,11697,19
3561,11697,17
3562,10464,31
3563,10464,23
3564,10464,7
3565,10464,5
3566,12864,23
3567,12864,13
3568,12379,9
3569,12379,31
3570,12379,17
3571,12379,15
3572,12379,37
3573,13212,26
3574,13212,14
3575,13212,1
3576,13212,35
3577,13212,8
3578,12941,18
3579,12941,45
3580,12941,31
3581,12941,10
3582,12941,35
3583,12941,34
3584,10262,7
3585,10262,1
3586,12851,6
3587,12851,33
3588,10065,38
3589,10065,1
3590,10065,21
3591,12217,6
3592,12217,9
3593,12217,40
3594,12933,0
3595,12933,45
3596,12933,26
3597,12933,15
3598,12933,21
3599,11352,20
3600,11352,43
3601,11352,47
3602,11352,5
3603,11352,15
3604,11352,37
3605,10917,20
3606,10917,27
3607,10917,3
3608,10917,16
3609,10917,11
3610,10421,32
3611,10421,46
3612,10421,19
3613,10421,10
3614,12089,24
3615,12089,4
3616,12089,35
3617,12089,10
3618,11853,38
